id,category,subcategory,common_name_en,common_name_th,scientific_name,origin_region,typical_size_cm,lifespan_years,diet,habitat,activity_pattern,temperament,handling_level,care_level,beginner_friendly,recommended_enclosure,temperature_c_range,humidity_percent_range,social_needs,legal_status_hint_th,legal_class_source_th,wildlife_law_category_th,possession_status_th,possession_requirement_th,breeding_status_th,trade_status_th,import_export_status_th,release_status_th,animal_welfare_status_th,legal_note_th,danger_level,venomous_or_toxic,estimated_price_range_thb,reference_primary_source,reference_primary_url,reference_secondary_source,reference_secondary_url,reference_legal_source,reference_legal_url,data_confidence,review_status,source_scope_note
EXO145,Reptile,Gecko,Standing's Day Gecko,Standing's Day Gecko,Phelsuma standingi,Madagascar,25,15,omnivore,arboreal,diurnal,alert,medium,medium,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO146,Reptile,Gecko,Mourning Gecko,Mourning Gecko,Lepidodactylus lugubris,Pacific Islands,10,10,omnivore,arboreal,nocturnal,skittish,high,easy,yes,species-specific enclosure; needs review,needs review,needs review,group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO147,Reptile,Gecko,Knob-tailed Gecko,Knob-tailed Gecko,Nephrurus levis,Australia,13,15,insectivore,terrestrial,nocturnal,calm,low,medium,yes,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO148,Reptile,Gecko,Chinese Cave Gecko,Chinese Cave Gecko,Goniurosaurus luii,East Asia,20,15,insectivore,terrestrial,nocturnal,shy,medium,medium,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO149,Reptile,Gecko,Gold Dust Day Gecko,Gold Dust Day Gecko,Phelsuma laticauda,Madagascar,13,10,omnivore,arboreal,diurnal,active,medium,medium,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO150,Reptile,Lizard,Rankin's Dragon,Rankin's Dragon,Pogona henrylawsoni,Australia,30,10,omnivore,terrestrial,diurnal,calm,low,easy,yes,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO151,Reptile,Lizard,Frilled Dragon,Frilled Dragon,Chlamydosaurus kingii,Australia/New Guinea,85,15,insectivore,arboreal/terrestrial,diurnal,alert,medium,hard,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO152,Reptile,Lizard,Chinese Water Dragon,Chinese Water Dragon,Physignathus cocincinus,Southeast Asia,90,15,omnivore,semi-arboreal,diurnal,active,medium,hard,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO153,Reptile,Lizard,Philippine Sailfin Lizard,Philippine Sailfin Lizard,Hydrosaurus pustulatus,Philippines,100,18,omnivore,semi-aquatic,diurnal,alert,high,hard,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO154,Reptile,Lizard,Argentine Black and White Tegu,Argentine Black and White Tegu,Salvator merianae,South America,120,18,omnivore,terrestrial,diurnal,intelligent,medium,hard,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO155,Reptile,Lizard,Red Tegu,Red Tegu,Salvator rufescens,South America,120,18,omnivore,terrestrial,diurnal,strong,medium,hard,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO156,Reptile,Lizard,Emerald Tree Skink,Emerald Tree Skink,Lamprolepis smaragdina,Southeast Asia,20,12,omnivore,arboreal,diurnal,curious,low,medium,yes,species-specific enclosure; needs review,needs review,needs review,group,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO157,Reptile,Lizard,Fire Skink,Fire Skink,Mochlus fernandi,Africa,38,15,insectivore,terrestrial,crepuscular,shy,medium,medium,no,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
EXO158,Reptile,Lizard,Schneider's Skink,Schneider's Skink,Eumeces schneiderii,North Africa/Middle East,35,18,omnivore,terrestrial,diurnal,calm,medium,medium,yes,species-specific enclosure; needs review,needs review,needs review,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ควรตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงยังต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,needs review,Reptile Database,https://reptile-database.reptarium.cz/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium-high,taxonomy-backed-husbandry-review-recommended,Species identity and category were added against an authoritative taxonomic source; husbandry-specific settings and Thai common naming may still need row-level review before production use.
